
10 ,0.00200,C library,5000.00000

10, 2.50400,quicksort_omp,3.99361

10,0.03300,mergesort_omp,303.03030

10,0.02300,quicksort_opti, 434.78261

10,0.01800,merge_opti, 555.55556

100 ,0.00600,C library,16666.66667

100, 14.53200,quicksort_omp,6.88137

100,2.65700,mergesort_omp,37.63643

100,17.99900,quicksort_opti, 5.55586

100,0.22500,merge_opti, 444.44444

1000 ,0.06500,C library,15384.61538

1000, 0.04500,quicksort_omp,22222.22222

1000,0.05300,mergesort_omp,18867.92453

1000,0.04100,quicksort_opti, 24390.24390

1000,0.05000,merge_opti, 20000.00000

10000 ,0.69400,C library,14409.22190

10000, 18.98400,quicksort_omp,526.75938

10000,19.11900,mergesort_omp,523.03991

10000,9.13600,quicksort_opti, 1094.57093

10000,0.81500,merge_opti, 12269.93865

100000 ,8.04900,C library,12423.90359

100000, 14.62000,quicksort_omp,6839.94528

100000,26.71700,mergesort_omp,3742.93521

100000,2.54300,quicksort_opti, 39323.63350

100000,1.74200,merge_opti, 57405.28129

1000000 ,95.70500,C library,10448.77488

1000000, 25.91800,quicksort_omp,38583.22401

1000000,58.69700,mergesort_omp,17036.64583

1000000,26.43000,quicksort_opti, 37835.79266

1000000,19.87100,merge_opti, 50324.59363

10000000 ,1110.23700,C library,9007.08587

10000000, 291.81300,quicksort_omp,34268.52128

10000000,541.44000,mergesort_omp,18469.26714

10000000,290.55100,quicksort_opti, 34417.36563

10000000,217.84400,merge_opti, 45904.40866
