10 ,0.00300,C library,3333.33333

10, 0.00100,quicksort_omp,10000.00000

10,0.00200,mergesort_omp,5000.00000

10,10.93600,quicksort_opti, 0.91441

100 ,0.00700,C library,14285.71429

100, 0.00400,quicksort_omp,25000.00000

100,0.00900,mergesort_omp,11111.11111

100,0.46500,quicksort_opti, 215.05376

1000 ,2.09900,C library,476.41734

1000, 0.03800,quicksort_omp,26315.78947

1000,0.06400,mergesort_omp,15625.00000

1000,0.57100,quicksort_opti, 1751.31349

10000 ,1.55200,C library,6443.29897

10000, 1.00400,quicksort_omp,9960.15936

10000,0.61100,mergesort_omp,16366.61211

10000,7.85600,quicksort_opti, 1272.91242

100000 ,8.54600,C library,11701.38076

100000, 5.78000,quicksort_omp,17301.03806

100000,7.56100,mergesort_omp,13225.76379

100000,13.79900,quicksort_opti, 7246.90195

1000000 ,92.01900,C library,10867.32088

1000000, 65.04300,quicksort_omp,15374.44460

1000000,86.91000,mergesort_omp,11506.15579

1000000,145.31800,quicksort_opti, 6881.45997

10000000 ,1120.01500,C library,8928.45185

10000000,948.78200,mergesort_omp,10539.82896
