10 ,0.00400,C library,2500.00000

10, 0.00500,quicksort_omp,2000.00000

10,0.00200,mergesort_omp,5000.00000

10,18.38600,quicksort_opti, 0.54389

10,0.12600,merge_opti, 79.36508

100 ,0.00400,C library,25000.00000

100, 0.02700,quicksort_omp,3703.70370

100,0.00500,mergesort_omp,20000.00000

100,2.18200,quicksort_opti, 45.82951

100,2.12700,merge_opti, 47.01457

1000 ,0.03100,C library,32258.06452

1000, 0.57400,quicksort_omp,1742.16028

1000,0.03100,mergesort_omp,32258.06452

1000,7.49200,quicksort_opti, 133.47571

1000,0.92000,merge_opti, 1086.95652

10000 ,0.25000,C library,40000.00000

10000, 45.27900,quicksort_omp,220.85293

10000,0.23600,mergesort_omp,42372.88136

10000,1.81700,quicksort_opti, 5503.57733

10000,0.12000,merge_opti, 83333.33333

100000 ,3.12100,C library,32041.01250

100000, 4500.06600,quicksort_omp,22.22190

100000,2.06200,mergesort_omp,48496.60524

100000,26.02800,quicksort_opti, 3842.01629

100000,0.46000,merge_opti, 217391.30435

1000000 ,25.43700,C library,39312.81205

1000000,20.94400,mergesort_omp,47746.37128

1000000,424.54800,quicksort_opti, 2355.44626

1000000,20.09400,merge_opti, 49766.09933

10000000 ,360.29200,C library,27755.26517

10000000,274.46200,mergesort_omp,36434.91631
10000000,103.66900,merge_opti, 96460.85136
