
10 ,0.00200,C library,5000.00000

10,0.00200,mergesort_omp,5000.00000

10,0.61900,merge_opti, 16.15509

100 ,0.00400,C library,25000.00000

100,0.00300,mergesort_omp,33333.33333

100,0.00800,merge_opti, 12500.00000

1000 ,0.03100,C library,32258.06452

1000,0.01800,mergesort_omp,55555.55556

1000,0.01900,merge_opti, 52631.57895

10000 ,0.24700,C library,40485.82996

10000,0.19700,mergesort_omp,50761.42132

10000,1.50200,merge_opti, 6657.78961

100000 ,2.68000,C library,37313.43284

100000,2.39400,mergesort_omp,41771.09440

100000,0.60800,merge_opti, 164473.68421

1000000 ,24.25200,C library,41233.71268

1000000,21.37200,mergesort_omp,46790.19278

1000000,5.32800,merge_opti, 187687.68769

10000000 ,271.36400,C library,36850.87189

10000000,248.80300,mergesort_omp,40192.44141

10000000,80.58400,merge_opti, 124094.11298
