
10 ,0.00200,C library,5000.00000

10, 0.44700,quicksort_omp,22.37136

10,0.00800,mergesort_omp,1250.00000

100 ,0.00600,C library,16666.66667

100, 0.00800,quicksort_omp,12500.00000

100,0.00900,mergesort_omp,11111.11111

1000 ,0.06100,C library,16393.44262

1000, 0.04300,quicksort_omp,23255.81395

1000,0.05000,mergesort_omp,20000.00000

10000 ,0.62900,C library,15898.25119

10000, 0.42900,quicksort_omp,23310.02331

10000,0.63000,mergesort_omp,15873.01587

100000 ,8.00700,C library,12489.07206

100000, 3.04000,quicksort_omp,32894.73684

100000,6.03300,mergesort_omp,16575.50141

1000000 ,90.79200,C library,11014.18627

1000000, 31.01800,quicksort_omp,32239.34490

1000000,57.15800,mergesort_omp,17495.36373

10000000 ,1133.14200,C library,8825.01928

10000000, 321.61400,quicksort_omp,31093.17380

10000000,615.36200,mergesort_omp,16250.59721
